Doc.fact.,ClFac,OrgVt,CDis,Fechacompra,Año,zona de ventas ,IDCliente,cantidadComprada,UMB,SKU,Descripción de SKU,NombreCliente,Grupo de vendedores,Grupo de materiales 1,Grupo de materiales 3,Grupo de materiales 4
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,231058,ETNA 58.4X118.4 PRIMERA RECT,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,NATURALES,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,203131,ITRIA CENIZO 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,202022,OTRANTO TERRA 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,202229,EXTERIOR ARAGON 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,EXTERIORES,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,202227,EXTERIOR MEDELLIN GRIS 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,EXTERIORES,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,202228,EXTERIOR SELCI 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,EXTERIORES,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,203097,MONFERRATO GRIS 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,EXTERIORES,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,202205,SEVILLA REAL 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,HIDRAULICOS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,203130,ITRIA PERLA 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,231079,GROTTA 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,NATURAL-PIEDRA,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,231081,BETON ROCK 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,231080,BETON CREMA 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,231078,MARGHERA 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,231062,LIBANO CAFE 19.3X118.4 PRIMERA DUAL RECT,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,231060,LIBANO GRIS 19.3X118.4 PRIMERA DUAL RECT,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,231063,LIBANO MIEL 19.3X118.4 PRIMERA DUAL RECT,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,231036,MADERA ROBINIA EXT 19.3X118.4 PRIMERA RE,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,231033,MADERA TAUARI INT 19.3X118.4 PRIMERA REC,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,230057,STELVIO GREY 19.3X118.4 PRIMERA RECT,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003480,ZFCO,1000,10,8/9/2025,2025,209,104385,3,M2,230050,STELVIO TERRA 19.3X118.4 PRIMERA RECT,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203137,ITRIA PERLA 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203139,ITRIA PLOMO 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203154,IZAR BEIGE 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MARMOL,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,231080,BETON CREMA 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,231081,BETON ROCK 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,231058,ETNA 58.4X118.4 PRIMERA RECT,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,NATURALES,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,231079,GROTTA 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,NATURAL-PIEDRA,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,231078,MARGHERA 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,231046,RICCARDI 58.4 X118.4 PRIMERA RECT,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceranatto,MARMOL,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203130,ITRIA PERLA 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203132,ITRIA PLOMO 60X60  PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203190,STASERA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203188,ARIA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
96003503,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203191,LISTONE CAMEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
96003504,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,231094,MADERA AGAR DUAL 19.3X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003504,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,231036,MADERA ROBINIA EXT 19.3X118.4 PRIMERA RE,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003504,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,231093,MADERA TAUARI DUAL 19.3X118.4 CYR PRIMER,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003504,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,231092,TURCHI DUAL 19.3X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003504,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203190,STASERA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
96003504,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203188,ARIA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
96003504,ZFCO,1000,10,8/12/2025,2025,209,104385,2,M2,203191,LISTONE CAMEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
8000001012,ZDEB,1000,10,6/6/2025,2025,209,100599,45.956,M2,203062,ITRIA GRIS 60X60 PRIMERA,DKOLORES SAS,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8000001024,ZDEB,1000,10,8/19/2025,2025,205,101272,6.450,M2,202205,SEVILLA REAL 60X60 PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,HIDRAULICOS,REVESTIMIENTO
8000001024,ZDEB,1000,10,8/19/2025,2025,205,101272,8.360,M2,230022,MORANDI GRIS 58.4X118.4 PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
8000001024,ZDEB,1000,10,8/19/2025,2025,205,101272,9.690,M2,203097,MONFERRATO GRIS 60X60 PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,EXTERIORES,REVESTIMIENTO
8000001024,ZDEB,1000,10,8/19/2025,2025,205,101272,6.450,M2,203066,ACONNA GRIS 60X60 PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,NATURALES,REVESTIMIENTO
8000001024,ZDEB,1000,10,8/19/2025,2025,205,101272,12.940,M2,231072,CARISTO 60X60 CYR PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,MARMOLIZADOS,REVESTIMIENTO
8000001025,ZDEB,1000,10,8/19/2025,2025,205,101272,24.300,M2,203102,SARISA BEIGE 30X60 PRIMERA EXC,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
8000001025,ZDEB,1000,10,8/19/2025,2025,205,101272,24.300,M2,203103,SARISA GRIS 30X60 PRIMERA EXC,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
8000001026,ZDEB,1000,10,8/19/2025,2025,205,101272,16.160,M2,203062,ITRIA GRIS 60X60 PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
8000001026,ZDEB,1000,10,8/19/2025,2025,205,101272,9.710,M2,203061,ITRIA BEIGE 60X60 PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
8000001026,ZDEB,1000,10,8/19/2025,2025,205,101272,6.460,M2,231024,GINEVRA 60X60 CYR PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,MARMOLIZADOS,REVESTIMIENTO
8000001026,ZDEB,1000,10,8/19/2025,2025,205,101272,5.810,M2,203174,NEUTRA LIGHT 31X101 PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,NATURALES,REVESTIMIENTO
8000001026,ZDEB,1000,10,8/19/2025,2025,205,101272,5.790,M2,203181,ETERNA 31X101 PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
8000001026,ZDEB,1000,10,8/19/2025,2025,205,101272,3.850,M2,203180,ETERNA ESTRUCTURADO 31X101 PRIMERA,AMBIENTES CERAMICOS LTDA,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
EBGN12662,ZFNA,1000,10,5/2/2025,2025,209,100593,11.400,M2,230057,STELVIO GREY 19.3X118.4 PRIMERA RECT,EUROPUNTO J.J. SAS,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
EBGN12663,ZFNA,1000,10,5/2/2025,2025,209,100447,1.620,M2,203138,ITRIA CENIZO 30X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12665,ZFNA,1000,10,5/2/2025,2025,209,100447,3.420,M2,231063,LIBANO MIEL 19.3X118.4 PRIMERA DUAL RECT,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
EBGN12673,ZFNA,1000,10,5/3/2025,2025,209,144988,2.070,M2,230022,MORANDI GRIS 58.4X118.4 PRIMERA,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12673,ZFNA,1000,10,5/3/2025,2025,209,144988,8.280,M2,231059,ACASTA 58.4X118.4 PRIMERA DUAL RECT,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,NATURALES,REVESTIMIENTO
EBGN12674,ZFNA,1000,10,5/3/2025,2025,209,144988,12.600,M2,202205,SEVILLA REAL 60X60 PRIMERA,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,HIDRAULICOS,REVESTIMIENTO
EBGN12709,ZFNA,1000,10,5/6/2025,2025,205,102208,42.120,M2,203160,ISEO NATURE 30X60 PRIMERA,JAVIER MAURICIO VILLA CONDE,GTE. CESAR ARAMENDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
EBGN12713,ZFNA,1000,10,5/6/2025,2025,209,159447,16.560,M2,231028,TELLUS GRIS 58.4X118.4 CYR PRIMERA,INNOVARAMOS SAS,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12714,ZFNA,1000,10,5/6/2025,2025,209,100447,12.600,M2,203062,ITRIA GRIS 60X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12714,ZFNA,1000,10,5/6/2025,2025,209,100447,1.800,M2,203131,ITRIA CENIZO 60X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12714,ZFNA,1000,10,5/6/2025,2025,209,100447,1.620,M2,203159,TORREJON MIX 30X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,FACHALETAS,REVESTIMIENTO
EBGN12714,ZFNA,1000,10,5/6/2025,2025,209,100447,1.620,M2,203142,TORREJON BEIGE 30X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,FACHALETAS,REVESTIMIENTO
EBGN12714,ZFNA,1000,10,5/6/2025,2025,209,100447,1.620,M2,203149,TORREJON GRIS 30X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,FACHALETAS,REVESTIMIENTO
EBGN12714,ZFNA,1000,10,5/6/2025,2025,209,100447,1.620,M2,203154,IZAR BEIGE 30X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,MARMOL,REVESTIMIENTO
EBGN12715,ZFNA,1000,10,5/6/2025,2025,209,142900,14.580,M2,201721,D-MACERATA AVELLANA 45X90.1 PRIMERA,DISTRIBUIDORA DE INSUMOS DISTRIAGRO,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
EBGN12715,ZFNA,1000,10,5/6/2025,2025,209,142900,24.300,M2,203150,BARU 30X60 PRIMERA,DISTRIBUIDORA DE INSUMOS DISTRIAGRO,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
EBGN12715,ZFNA,1000,10,5/6/2025,2025,209,142900,24.300,M2,203151,COCORA 30X60 PRIMERA,DISTRIBUIDORA DE INSUMOS DISTRIAGRO,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
EBGN12715,ZFNA,1000,10,5/6/2025,2025,209,142900,24.300,M2,203160,ISEO NATURE 30X60 PRIMERA,DISTRIBUIDORA DE INSUMOS DISTRIAGRO,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
EBGN12716,ZFNA,1000,10,5/6/2025,2025,205,100386,8.280,M2,231047,CALMO 58.4 X118.4 PRIMERA RECT,CERAMICOLOR SAS,GTE. CESAR ARAMENDEZ,Ceranatto,MARMOL,REVESTIMIENTO
EBGN12718,ZFNA,1000,10,5/6/2025,2025,209,100387,53.820,M2,231041,GARDNOS 58.4X118.4 PRIMERA RECT,FUXION REVESTIMIENTOS SAS,GTE. MARIA FERNANDEZ,Ceranatto,MARMOLIZADOS,REVESTIMIENTO
EBGN12720,ZFNA,1000,10,5/6/2025,2025,205,139469,12.420,M2,231057,TOBA 58.4X118.4 PRIMERA DUAL RECT,DISEÑO GRES S A S,GTE. CESAR ARAMENDEZ,Ceramica,NATURALES,REVESTIMIENTO
EBGN12728,ZFNA,1000,10,5/7/2025,2025,209,100447,1.620,M2,203151,COCORA 30X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
EBGN12738,ZFNA,1000,10,5/7/2025,2025,209,144988,6.480,M2,203151,COCORA 30X60 PRIMERA,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
EBGN12738,ZFNA,1000,10,5/7/2025,2025,209,144988,16.200,M2,203081,ITRIA GRIS 30X60 PRIMERA,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12747,ZFNA,1000,10,5/7/2025,2025,209,144988,16.200,M2,203138,ITRIA CENIZO 30X60 PRIMERA,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12768,ZFNA,1000,10,5/8/2025,2025,205,100864,14.490,M2,231076,GIORNO 58.4X118.4 PRIMERA RECT,EL PINTOR PS DISTRIBUCIONES S.A.S,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
EBGN12772,ZFNA,1000,10,5/8/2025,2025,209,100593,45.000,M2,202227,EXTERIOR MEDELLIN GRIS 60X60 PRIMERA,EUROPUNTO J.J. SAS,GTE. MARIA FERNANDEZ,Ceramica,EXTERIORES,REVESTIMIENTO
EBGN12787,ZFNA,1000,10,5/10/2025,2025,209,144988,2.070,M2,231059,ACASTA 58.4X118.4 PRIMERA DUAL RECT,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,NATURALES,REVESTIMIENTO
EBGN12828,ZFNA,1000,10,5/13/2025,2025,209,159447,14.490,M2,231067,TIVOLLI 58.4X118.4 PRIMERA DUAL RECT,INNOVARAMOS SAS,GTE. MARIA FERNANDEZ,Ceramica,NATURALES,REVESTIMIENTO
EBGN12830,ZFNA,1000,10,5/13/2025,2025,205,137211,6.480,M2,203152,BROOKLYN 30X60 PRIMERA,DEKKOR HOUSE SAS,GTE. CESAR ARAMENDEZ,Ceramica,OXIDOS,REVESTIMIENTO
EBGN12830,ZFNA,1000,10,5/13/2025,2025,205,137211,11.340,M2,203040,MARMOL ALBA 30X60 PRIMERA,DEKKOR HOUSE SAS,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
EBGN12831,ZFNA,1000,10,5/13/2025,2025,205,100386,77.760,M2,201383,MACERATA WENGUE 30X60  PRIMERA,CERAMICOLOR SAS,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
EBGN12832,ZFNA,1000,10,5/13/2025,2025,205,100386,27.000,M2,203131,ITRIA CENIZO 60X60 PRIMERA,CERAMICOLOR SAS,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12837,ZFNA,1000,10,5/13/2025,2025,209,133748,74.520,M2,231068,SINAI 58.4X118.4 PRIMERA DUAL RECT,FEGO INGENIERIA SAS,GTE. MARIA FERNANDEZ,Ceramica,NATURALES,REVESTIMIENTO
EBGN12861,ZFNA,1000,10,5/14/2025,2025,209,144988,8.100,M2,203138,ITRIA CENIZO 30X60 PRIMERA,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12861,ZFNA,1000,10,5/14/2025,2025,209,144988,20.700,M2,231046,RICCARDI 58.4 X118.4 PRIMERA RECT,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceranatto,MARMOL,REVESTIMIENTO
EBGN12866,ZFNA,1000,10,5/14/2025,2025,205,100386,40.500,M2,203069,ASTRO BLANCO 30X60 PRIMERA,CERAMICOLOR SAS,GTE. CESAR ARAMENDEZ,Ceramica,PLANOS Y LISOS,REVESTIMIENTO
EBGN12871,ZFNA,1000,10,5/14/2025,2025,209,100447,37.260,M2,202288,D-LOMBARDIA PLATA 45X90.1 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,NATURALES,REVESTIMIENTO
EBGN12909,ZFNA,1000,10,5/16/2025,2025,209,100447,3.240,M2,203069,ASTRO BLANCO 30X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,PLANOS Y LISOS,REVESTIMIENTO
EBGN12928,ZFNA,1000,10,5/17/2025,2025,209,100447,1.800,M2,203130,ITRIA PERLA 60X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12928,ZFNA,1000,10,5/17/2025,2025,209,100447,1.800,M2,203132,ITRIA PLOMO 60X60  PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12955,ZFNA,1000,10,5/20/2025,2025,209,159447,37.260,M2,231038,PICASSO 58.4 X118.4 PRIMERA RECT,INNOVARAMOS SAS,GTE. MARIA FERNANDEZ,Ceranatto,MARMOLIZADOS,REVESTIMIENTO
EBGN12956,ZFNA,1000,10,5/20/2025,2025,209,100593,28.980,M2,231076,GIORNO 58.4X118.4 PRIMERA RECT,EUROPUNTO J.J. SAS,GTE. MARIA FERNANDEZ,Ceramica,MARMOL,REVESTIMIENTO
EBGN12957,ZFNA,1000,10,5/20/2025,2025,209,100593,41.040,M2,230057,STELVIO GREY 19.3X118.4 PRIMERA RECT,EUROPUNTO J.J. SAS,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
EBGN12963,ZFNA,1000,10,5/20/2025,2025,209,145931,6.210,M2,230021,MORANDI PLOMO 58.4X118.4 PRIMERA,CLENIP GROUP SAS,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
,,,,,,,,,,,,,,,,
EBGN12968,ZFNA,1000,10,5/20/2025,2025,209,144988,16.200,M2,203081,ITRIA GRIS 30X60 PRIMERA,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12968,ZFNA,1000,10,5/20/2025,2025,209,144988,16.200,M2,203138,ITRIA CENIZO 30X60 PRIMERA,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12968,ZFNA,1000,10,5/20/2025,2025,209,144988,10.350,M2,231059,ACASTA 58.4X118.4 PRIMERA DUAL RECT,CONSTRUBOGOTA SAS,GTE. MARIA FERNANDEZ,Ceramica,NATURALES,REVESTIMIENTO
EBGN12969,ZFNA,1000,10,5/20/2025,2025,209,142900,48.600,M2,203081,ITRIA GRIS 30X60 PRIMERA,DISTRIBUIDORA DE INSUMOS DISTRIAGRO,GTE. MARIA FERNANDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
EBGN12970,ZFNA,1000,10,5/20/2025,2025,209,101240,60.030,M2,231044,ALLEGRO 58.4 X118.4 PRIMERA RECT,DECORADOS Y ACABADOS CERAMICOS S.A.,GTE. MARIA FERNANDEZ,Ceranatto,MARMOL,REVESTIMIENTO
EBGN12988,ZFNA,1000,10,5/21/2025,2025,209,100338,81.000,M2,263022,COLONATTA 60X60 CYR GB,GABRIEL CAMARGO PEREZ,GTE. MARIA FERNANDEZ,Ceramica,MARMOLIZADOS,REVESTIMIENTO
EBGN12991,ZFNA,1000,10,5/21/2025,2025,209,100447,8.100,M2,203151,COCORA 30X60 PRIMERA,HOME STYLE EUROPA S.A.S,GTE. MARIA FERNANDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
,,,,,,,,,,,,,,,,
EBGN12995,ZFNA,1000,10,5/21/2025,2025,209,100593,10.260,M2,230057,STELVIO GREY 19.3X118.4 PRIMERA RECT,EUROPUNTO J.J. SAS,GTE. MARIA FERNANDEZ,Ceramica,MADERAS,REVESTIMIENTO
EBGN13025,ZFNA,1000,10,5/22/2025,2025,205,101243,24.300,M2,202241,FONTANA BIANCO 30X60 PRIMERA,OBIPROSA COLOMBIA S.A.S,GTE. CESAR ARAMENDEZ,Ceramica,PLANOS Y LISOS,REVESTIMIENTO
EBGN13025,ZFNA,1000,10,5/22/2025,2025,205,101243,0.000,M2,202241,FONTANA BIANCO 30X60 PRIMERA,OBIPROSA COLOMBIA S.A.S,GTE. CESAR ARAMENDEZ,Ceramica,PLANOS Y LISOS,REVESTIMIENTO
EBGN13025,ZFNA,1000,10,5/22/2025,2025,205,101243,0.000,M2,202241,FONTANA BIANCO 30X60 PRIMERA,OBIPROSA COLOMBIA S.A.S,GTE. CESAR ARAMENDEZ,Ceramica,PLANOS Y LISOS,REVESTIMIENTO
