Doc.fact.,ClFac,OrgVt,CDis,Fechacompra,Año,zona de ventas ,IDCliente,cantidadComprada,UMB,SKU,Descripción de SKU,NombreCliente,Grupo de vendedores,Grupo de materiales 1,Grupo de materiales 3,Grupo de materiales 4
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,203137,ITRIA PERLA 30X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,203139,ITRIA PLOMO 30X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,203154,IZAR BEIGE 30X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MARMOL,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,231076,GIORNO 58.4X118.4 PRIMERA RECT,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MARMOL,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,231027,TELLUS BEIGE 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,231028,TELLUS GRIS 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,203091,ALAMY GREY 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MADERAS,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,203090,ALAMY NATURAL 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MADERAS,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,231073,BRECCIA CREMA 60X60 CYR PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MARMOL,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,231074,BRECCIA ROCK 60X60 CYR PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MARMOL,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,203157,ANDALUZ 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,HIDRAULICOS,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,231072,CARISTO 60X60 CYR PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MARMOLIZADOS,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,203130,ITRIA PERLA 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,203132,ITRIA PLOMO 60X60  PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,203097,MONFERRATO GRIS 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,EXTERIORES,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,203096,MONFERRATO TERRA 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,EXTERIORES,REVESTIMIENTO
96002839,ZFCO,1000,10,6/9/2025,2025,205,104385,1,M2,231078,MARGHERA 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203152,BROOKLYN 30X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,OXIDOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203080,ITRIA BEIGE 30X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203138,ITRIA CENIZO 30X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203081,ITRIA GRIS 30X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203137,ITRIA PERLA 30X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203139,ITRIA PLOMO 30X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203154,IZAR BEIGE 30X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MARMOL,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203066,ACONNA GRIS 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,NATURALES,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203065,ACONNA BEIGE 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,NATURALES,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,202205,SEVILLA REAL 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,HIDRAULICOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203157,ANDALUZ 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,HIDRAULICOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,202057,ARCHI TERRA 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MADERAS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,202057,ARCHI TERRA 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MADERAS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203073,ARIETTA 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MARMOLIZADOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,202227,EXTERIOR MEDELLIN GRIS 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,EXTERIORES,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,202228,EXTERIOR SELCI 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,EXTERIORES,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,231024,GINEVRA 60X60 CYR PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MARMOLIZADOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203061,ITRIA BEIGE 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203062,ITRIA GRIS 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203132,ITRIA PLOMO 60X60  PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203130,ITRIA PERLA 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,CEMENTOS,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203096,MONFERRATO TERRA 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,EXTERIORES,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,231026,ONIX GOLD 60X60 CYR PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,DIAMANTE,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203044,TRENTINO 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MARMOL,REVESTIMIENTO
96002847,ZFCO,1000,10,6/10/2025,2025,205,104385,1,M2,203045,CATANIA 60X60 PRIMERA,CERAMICA ITALIA S A,Gte CENTRO - NORTE,Ceramica,MARMOL,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203069,ASTRO BLANCO 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,PLANOS Y LISOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203150,BARU 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,ACENTOS / DECORADOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203152,BROOKLYN 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,OXIDOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203080,ITRIA BEIGE 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203081,ITRIA GRIS 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203137,ITRIA PERLA 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203139,ITRIA PLOMO 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,231068,SINAI 58.4X118.4 PRIMERA DUAL RECT,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,NATURALES,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,202058,ARCHI CENIZO 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203061,ITRIA BEIGE 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203062,ITRIA GRIS 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203132,ITRIA PLOMO 60X60  PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203130,ITRIA PERLA 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203142,TORREJON BEIGE 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,FACHALETAS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203149,TORREJON GRIS 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,FACHALETAS,REVESTIMIENTO
96002855,ZFCO,1000,10,6/11/2025,2025,205,104385,1,M2,203159,TORREJON MIX 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,FACHALETAS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,230021,MORANDI PLOMO 58.4X118.4 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231027,TELLUS BEIGE 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231043,CARRARA REAL 58.4 X118.4 PRIMERA RECT,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceranatto,MARMOLIZADOS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231038,PICASSO 58.4 X118.4 PRIMERA RECT,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceranatto,MARMOLIZADOS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231046,RICCARDI 58.4 X118.4 PRIMERA RECT,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceranatto,MARMOL,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231045,VATICANO 58.4 X118.4 PRIMERA RECT,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceranatto,MARMOL,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231068,SINAI 58.4X118.4 PRIMERA DUAL RECT,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,NATURALES,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231067,TIVOLLI 58.4X118.4 PRIMERA DUAL RECT,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,NATURALES,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231079,GROTTA 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,NATURAL-PIEDRA,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231081,BETON ROCK 58.4X118.4 CYR PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231073,BRECCIA CREMA 60X60 CYR PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231072,CARISTO 60X60 CYR PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOLIZADOS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,203061,ITRIA BEIGE 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,203062,ITRIA GRIS 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,203130,ITRIA PERLA 60X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,CEMENTOS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,201386,MACERATA MARFIL 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,201382,MACERATA AVELLANA 30X60  PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,201385,MACERATA ALMENDRA 30X60 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231062,LIBANO CAFE 19.3X118.4 PRIMERA DUAL RECT,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231060,LIBANO GRIS 19.3X118.4 PRIMERA DUAL RECT,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002887,ZFCO,1000,10,6/16/2025,2025,205,104385,1,M2,231063,LIBANO MIEL 19.3X118.4 PRIMERA DUAL RECT,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002914,ZFCO,1000,10,6/18/2025,2025,205,104385,1.002,M2,203171,BOSCO MIEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002914,ZFCO,1000,10,6/18/2025,2025,205,104385,1.002,M2,203173,BOSCO CAMEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002914,ZFCO,1000,10,6/18/2025,2025,205,104385,1.002,M2,203174,NEUTRA LIGHT 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,NATURAL-PIEDRA,REVESTIMIENTO
96002914,ZFCO,1000,10,6/18/2025,2025,205,104385,1.002,M2,203176,VITA ESTRUCTURADO 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002914,ZFCO,1000,10,6/18/2025,2025,205,104385,1.002,M2,203177,AURA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002914,ZFCO,1000,10,6/18/2025,2025,205,104385,1.002,M2,203178,VITA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002914,ZFCO,1000,10,6/18/2025,2025,205,104385,1.002,M2,203179,AURA ESTRUCTURADO 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002914,ZFCO,1000,10,6/18/2025,2025,205,104385,1.002,M2,203180,ETERNA ESTRUCTURADO 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002914,ZFCO,1000,10,6/18/2025,2025,205,104385,1.002,M2,203181,ETERNA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002914,ZFCO,1000,10,6/18/2025,2025,205,104385,1.002,M2,203182,BOSCO LIGHT 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002937,ZFCO,1000,10,6/20/2025,2025,205,104385,1.002,M2,203171,BOSCO MIEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002937,ZFCO,1000,10,6/20/2025,2025,205,104385,1.002,M2,203173,BOSCO CAMEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96002937,ZFCO,1000,10,6/20/2025,2025,205,104385,1.002,M2,203174,NEUTRA LIGHT 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,NATURAL-PIEDRA,REVESTIMIENTO
96002937,ZFCO,1000,10,6/20/2025,2025,205,104385,1.002,M2,203176,VITA ESTRUCTURADO 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002937,ZFCO,1000,10,6/20/2025,2025,205,104385,1.002,M2,203177,AURA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002937,ZFCO,1000,10,6/20/2025,2025,205,104385,1.002,M2,203178,VITA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002937,ZFCO,1000,10,6/20/2025,2025,205,104385,1.002,M2,203179,AURA ESTRUCTURADO 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002937,ZFCO,1000,10,6/20/2025,2025,205,104385,1.002,M2,203180,ETERNA ESTRUCTURADO 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002937,ZFCO,1000,10,6/20/2025,2025,205,104385,1.002,M2,203181,ETERNA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96002937,ZFCO,1000,10,6/20/2025,2025,205,104385,1.002,M2,203182,BOSCO LIGHT 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003008,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203171,BOSCO MIEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003008,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203173,BOSCO CAMEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003009,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203171,BOSCO MIEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003009,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203173,BOSCO CAMEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003009,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203174,NEUTRA LIGHT 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,NATURAL-PIEDRA,REVESTIMIENTO
96003009,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203176,VITA ESTRUCTURADO 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96003009,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203177,AURA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96003009,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203178,VITA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96003009,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203179,AURA ESTRUCTURADO 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96003009,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203180,ETERNA ESTRUCTURADO 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96003009,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203181,ETERNA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96003009,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203182,BOSCO LIGHT 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003010,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203171,BOSCO MIEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003010,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203173,BOSCO CAMEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003013,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203171,BOSCO MIEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003013,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203173,BOSCO CAMEL 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MADERAS,REVESTIMIENTO
96003013,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203174,NEUTRA LIGHT 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,NATURAL-PIEDRA,REVESTIMIENTO
96003013,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203176,VITA ESTRUCTURADO 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96003013,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203177,AURA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
96003013,ZFCO,1000,10,6/27/2025,2025,205,104385,1.002,M2,203178,VITA 31X101 PRIMERA,CERAMICA ITALIA S A,GTE. CESAR ARAMENDEZ,Ceramica,MARMOL,REVESTIMIENTO
