IDCliente,NombreCliente,SKU,Descripción,Grupo_Material_1,Grupo_Vendedores,zona_ventas,Mes_prediccion,Trimestre,Año,cantidad_sugerida,registros_historicos,ultima_compra,promedio_historico
100513,EL SUPER BODEGON DE LAS CERAMICAS,203066,ACONNA GRIS 60X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,149.04,2,2025-07-31,129.6
100513,EL SUPER BODEGON DE LAS CERAMICAS,203066,ACONNA GRIS 60X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,149.04,2,2025-07-31,129.6
100513,EL SUPER BODEGON DE LAS CERAMICAS,203066,ACONNA GRIS 60X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,149.04,2,2025-07-31,129.6
100513,EL SUPER BODEGON DE LAS CERAMICAS,203124,MADERA SANDALO 60X60 PRIMERA EXC,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,151.11,2,2025-07-21,131.4
100513,EL SUPER BODEGON DE LAS CERAMICAS,203124,MADERA SANDALO 60X60 PRIMERA EXC,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,151.11,2,2025-07-21,131.4
100513,EL SUPER BODEGON DE LAS CERAMICAS,203124,MADERA SANDALO 60X60 PRIMERA EXC,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,151.11,2,2025-07-21,131.4
100513,EL SUPER BODEGON DE LAS CERAMICAS,203139,ITRIA PLOMO 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,75.14,3,2025-08-25,65.34
100513,EL SUPER BODEGON DE LAS CERAMICAS,203139,ITRIA PLOMO 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,75.14,3,2025-08-25,65.34
100513,EL SUPER BODEGON DE LAS CERAMICAS,203139,ITRIA PLOMO 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,75.14,3,2025-08-25,65.34
100513,EL SUPER BODEGON DE LAS CERAMICAS,203150,BARU 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,111.78,2,2025-06-26,97.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,203150,BARU 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,111.78,2,2025-06-26,97.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,203150,BARU 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,111.78,2,2025-06-26,97.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,203151,COCORA 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,111.78,2,2025-07-31,97.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,203151,COCORA 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,111.78,2,2025-07-31,97.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,203151,COCORA 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,111.78,2,2025-07-31,97.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,203152,BROOKLYN 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,111.78,2,2025-07-31,97.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,203152,BROOKLYN 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,111.78,2,2025-07-31,97.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,203152,BROOKLYN 30X60 PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,111.78,2,2025-07-31,97.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,231027,TELLUS BEIGE 58.4X118.4 CYR PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,107.92,3,2025-08-25,93.84
100513,EL SUPER BODEGON DE LAS CERAMICAS,231027,TELLUS BEIGE 58.4X118.4 CYR PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,107.92,3,2025-08-25,93.84
100513,EL SUPER BODEGON DE LAS CERAMICAS,231027,TELLUS BEIGE 58.4X118.4 CYR PRIMERA,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,107.92,3,2025-08-25,93.84
100513,EL SUPER BODEGON DE LAS CERAMICAS,260035,DIAMANTE BATTISTI CYR 60X60 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,151.11,2,2025-05-30,131.4
100513,EL SUPER BODEGON DE LAS CERAMICAS,260035,DIAMANTE BATTISTI CYR 60X60 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,151.11,2,2025-05-30,131.4
100513,EL SUPER BODEGON DE LAS CERAMICAS,260035,DIAMANTE BATTISTI CYR 60X60 GB,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,151.11,2,2025-05-30,131.4
100513,EL SUPER BODEGON DE LAS CERAMICAS,263072,CARISTO 60X60 CYR GB,Ceramica,GTE. CESAR ARAMENDEZ,0,10,4,2025,191.13,3,2025-08-01,166.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,263072,CARISTO 60X60 CYR GB,Ceramica,GTE. CESAR ARAMENDEZ,0,11,4,2025,191.13,3,2025-08-01,166.2
100513,EL SUPER BODEGON DE LAS CERAMICAS,263072,CARISTO 60X60 CYR GB,Ceramica,GTE. CESAR ARAMENDEZ,0,12,4,2025,191.13,3,2025-08-01,166.2
100553,IMPACTO CERAMICO JP S.A.S,201382,MACERATA AVELLANA 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,112.4,3,2025-08-15,97.74
100553,IMPACTO CERAMICO JP S.A.S,201382,MACERATA AVELLANA 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,112.4,3,2025-08-15,97.74
100553,IMPACTO CERAMICO JP S.A.S,201382,MACERATA AVELLANA 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,112.4,3,2025-08-15,97.74
100553,IMPACTO CERAMICO JP S.A.S,202226,EXTERIOR MEDELLIN 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,149.25,2,2025-08-20,129.78
100553,IMPACTO CERAMICO JP S.A.S,202226,EXTERIOR MEDELLIN 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,149.25,2,2025-08-20,129.78
100553,IMPACTO CERAMICO JP S.A.S,202226,EXTERIOR MEDELLIN 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,149.25,2,2025-08-20,129.78
100553,IMPACTO CERAMICO JP S.A.S,203040,MARMOL ALBA 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,112.71,2,2025-07-24,98.01
100553,IMPACTO CERAMICO JP S.A.S,203040,MARMOL ALBA 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,112.71,2,2025-07-24,98.01
100553,IMPACTO CERAMICO JP S.A.S,203040,MARMOL ALBA 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,112.71,2,2025-07-24,98.01
100553,IMPACTO CERAMICO JP S.A.S,203044,TRENTINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,299.11,2,2025-07-04,260.1
100553,IMPACTO CERAMICO JP S.A.S,203044,TRENTINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,299.11,2,2025-07-04,260.1
100553,IMPACTO CERAMICO JP S.A.S,203044,TRENTINO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,299.11,2,2025-07-04,260.1
100553,IMPACTO CERAMICO JP S.A.S,203045,CATANIA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,299.11,2,2025-07-04,260.1
100553,IMPACTO CERAMICO JP S.A.S,203045,CATANIA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,299.11,2,2025-07-04,260.1
100553,IMPACTO CERAMICO JP S.A.S,203045,CATANIA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,299.11,2,2025-07-04,260.1
100553,IMPACTO CERAMICO JP S.A.S,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,200.1,5,2025-08-20,182.52
100553,IMPACTO CERAMICO JP S.A.S,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,200.1,5,2025-08-20,182.52
100553,IMPACTO CERAMICO JP S.A.S,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,200.1,5,2025-08-20,182.52
100553,IMPACTO CERAMICO JP S.A.S,203162,EXTERIOR SALAZAR 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,224.6,2,2025-07-23,195.3
100553,IMPACTO CERAMICO JP S.A.S,203162,EXTERIOR SALAZAR 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,224.6,2,2025-07-23,195.3
100553,IMPACTO CERAMICO JP S.A.S,203162,EXTERIOR SALAZAR 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,224.6,2,2025-07-23,195.3
100553,IMPACTO CERAMICO JP S.A.S,241286,MACERATA MARFIL 30X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,112.71,2,2025-07-23,98.01
100553,IMPACTO CERAMICO JP S.A.S,241286,MACERATA MARFIL 30X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,112.71,2,2025-07-23,98.01
100553,IMPACTO CERAMICO JP S.A.S,241286,MACERATA MARFIL 30X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,112.71,2,2025-07-23,98.01
100553,IMPACTO CERAMICO JP S.A.S,243061,ITRIA BEIGE 60X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,231.01,2,2025-08-20,200.88
100553,IMPACTO CERAMICO JP S.A.S,243061,ITRIA BEIGE 60X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,231.01,2,2025-08-20,200.88
100553,IMPACTO CERAMICO JP S.A.S,243061,ITRIA BEIGE 60X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,231.01,2,2025-08-20,200.88
100553,IMPACTO CERAMICO JP S.A.S,243073,ARIETTA 60X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,398.13,3,2025-08-20,346.2
100553,IMPACTO CERAMICO JP S.A.S,243073,ARIETTA 60X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,398.13,3,2025-08-20,346.2
100553,IMPACTO CERAMICO JP S.A.S,243073,ARIETTA 60X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,398.13,3,2025-08-20,346.2
100593,EUROPUNTO J.J. SAS,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,111.78,2,2025-07-29,97.2
100593,EUROPUNTO J.J. SAS,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,111.78,2,2025-07-29,97.2
100593,EUROPUNTO J.J. SAS,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,111.78,2,2025-07-29,97.2
100593,EUROPUNTO J.J. SAS,201386,MACERATA MARFIL 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,167.67,2,2025-07-29,145.8
100593,EUROPUNTO J.J. SAS,201386,MACERATA MARFIL 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,167.67,2,2025-07-29,145.8
100593,EUROPUNTO J.J. SAS,201386,MACERATA MARFIL 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,167.67,2,2025-07-29,145.8
100593,EUROPUNTO J.J. SAS,202227,EXTERIOR MEDELLIN GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,100.4,2,2025-05-20,87.3
100593,EUROPUNTO J.J. SAS,202227,EXTERIOR MEDELLIN GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,100.4,2,2025-05-20,87.3
100593,EUROPUNTO J.J. SAS,202227,EXTERIOR MEDELLIN GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,100.4,2,2025-05-20,87.3
100593,EUROPUNTO J.J. SAS,203159,TORREJON MIX 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,56.3,2,2025-08-11,48.96
100593,EUROPUNTO J.J. SAS,203159,TORREJON MIX 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,56.3,2,2025-08-11,48.96
100593,EUROPUNTO J.J. SAS,203159,TORREJON MIX 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,56.3,2,2025-08-11,48.96
100593,EUROPUNTO J.J. SAS,230057,STELVIO GREY 19.3X118.4 PRIMERA RECT,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,87.84,5,2025-07-23,56.32
100593,EUROPUNTO J.J. SAS,230057,STELVIO GREY 19.3X118.4 PRIMERA RECT,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,87.84,5,2025-07-23,56.32
100593,EUROPUNTO J.J. SAS,230057,STELVIO GREY 19.3X118.4 PRIMERA RECT,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,87.84,5,2025-07-23,56.32
100593,EUROPUNTO J.J. SAS,260071,TORMES 58.4X118.4 GB,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,98.79,2,2025-08-11,85.9
100593,EUROPUNTO J.J. SAS,260071,TORMES 58.4X118.4 GB,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,98.79,2,2025-08-11,85.9
100593,EUROPUNTO J.J. SAS,260071,TORMES 58.4X118.4 GB,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,98.79,2,2025-08-11,85.9
100593,EUROPUNTO J.J. SAS,263038,PICASSO 58.4 X118.4 GB RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,10,4,2025,65.86,4,2025-08-11,84.87
100593,EUROPUNTO J.J. SAS,263038,PICASSO 58.4 X118.4 GB RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,11,4,2025,65.86,4,2025-08-11,84.87
100593,EUROPUNTO J.J. SAS,263038,PICASSO 58.4 X118.4 GB RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,12,4,2025,65.86,4,2025-08-11,84.87
100593,EUROPUNTO J.J. SAS,263043,CARRARA REAL 58.4 X118.4 GB RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,10,4,2025,128.55,2,2025-07-23,111.78
100593,EUROPUNTO J.J. SAS,263043,CARRARA REAL 58.4 X118.4 GB RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,11,4,2025,128.55,2,2025-07-23,111.78
100593,EUROPUNTO J.J. SAS,263043,CARRARA REAL 58.4 X118.4 GB RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,12,4,2025,128.55,2,2025-07-23,111.78
100593,EUROPUNTO J.J. SAS,263058,ETNA 58.4X118.4 GB RECT,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,129.74,2,2025-08-19,112.82
100593,EUROPUNTO J.J. SAS,263058,ETNA 58.4X118.4 GB RECT,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,129.74,2,2025-08-19,112.82
100593,EUROPUNTO J.J. SAS,263058,ETNA 58.4X118.4 GB RECT,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,129.74,2,2025-08-19,112.82
100599,DKOLORES SAS,202228,EXTERIOR SELCI 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,75.55,2,2025-07-31,65.7
100599,DKOLORES SAS,202228,EXTERIOR SELCI 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,75.55,2,2025-07-31,65.7
100599,DKOLORES SAS,202228,EXTERIOR SELCI 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,75.55,2,2025-07-31,65.7
100599,DKOLORES SAS,203061,ITRIA BEIGE 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,227.7,2,2025-08-21,198.0
100599,DKOLORES SAS,203061,ITRIA BEIGE 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,227.7,2,2025-08-21,198.0
100599,DKOLORES SAS,203061,ITRIA BEIGE 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,227.7,2,2025-08-21,198.0
100599,DKOLORES SAS,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,117.67,11,2025-08-21,133.94
100599,DKOLORES SAS,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,117.67,11,2025-08-21,133.94
100599,DKOLORES SAS,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,117.67,11,2025-08-21,133.94
100599,DKOLORES SAS,203069,ASTRO BLANCO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,76.09,3,2025-08-20,66.16
100599,DKOLORES SAS,203069,ASTRO BLANCO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,76.09,3,2025-08-20,66.16
100599,DKOLORES SAS,203069,ASTRO BLANCO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,76.09,3,2025-08-20,66.16
100599,DKOLORES SAS,203186,LUMEN ESTRUCTURADO 31X101 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,46.0,2,2025-07-31,40.0
100599,DKOLORES SAS,203186,LUMEN ESTRUCTURADO 31X101 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,46.0,2,2025-07-31,40.0
100599,DKOLORES SAS,203186,LUMEN ESTRUCTURADO 31X101 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,46.0,2,2025-07-31,40.0
100599,DKOLORES SAS,231027,TELLUS BEIGE 58.4X118.4 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,322.16,3,2025-07-15,280.14
100599,DKOLORES SAS,231027,TELLUS BEIGE 58.4X118.4 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,322.16,3,2025-07-15,280.14
100599,DKOLORES SAS,231027,TELLUS BEIGE 58.4X118.4 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,322.16,3,2025-07-15,280.14
100599,DKOLORES SAS,231068,SINAI 58.4X118.4 PRIMERA DUAL RECT,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,107.92,4,2025-07-15,72.97
100599,DKOLORES SAS,231068,SINAI 58.4X118.4 PRIMERA DUAL RECT,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,107.92,4,2025-07-15,72.97
100599,DKOLORES SAS,231068,SINAI 58.4X118.4 PRIMERA DUAL RECT,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,107.92,4,2025-07-15,72.97
100599,DKOLORES SAS,231092,TURCHI DUAL 19.3X118.4 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,94.39,2,2025-08-22,82.08
100599,DKOLORES SAS,231092,TURCHI DUAL 19.3X118.4 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,94.39,2,2025-08-22,82.08
100599,DKOLORES SAS,231092,TURCHI DUAL 19.3X118.4 CYR PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,94.39,2,2025-08-22,82.08
100608,CERAMICAS CALDAS AYR SAS,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,351.21,3,2025-08-29,305.4
100608,CERAMICAS CALDAS AYR SAS,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,351.21,3,2025-08-29,305.4
100608,CERAMICAS CALDAS AYR SAS,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,351.21,3,2025-08-29,305.4
100608,CERAMICAS CALDAS AYR SAS,241286,MACERATA MARFIL 30X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,224.49,2,2025-07-21,195.21
100608,CERAMICAS CALDAS AYR SAS,241286,MACERATA MARFIL 30X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,224.49,2,2025-07-21,195.21
100608,CERAMICAS CALDAS AYR SAS,241286,MACERATA MARFIL 30X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,224.49,2,2025-07-21,195.21
100618,IMPORTACIONES GEP SAS,231039,BERILO 58.4x118.4 PRIMERA RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,10,4,2025,6.35,3,2025-07-11,5.52
100618,IMPORTACIONES GEP SAS,231039,BERILO 58.4x118.4 PRIMERA RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,11,4,2025,6.35,3,2025-07-11,5.52
100618,IMPORTACIONES GEP SAS,231039,BERILO 58.4x118.4 PRIMERA RECT,Ceranatto,GTE. MARIA FERNANDEZ,0,12,4,2025,6.35,3,2025-07-11,5.52
100627,ARCOE S.A.S,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,111.78,2,2025-07-12,97.2
100627,ARCOE S.A.S,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,111.78,2,2025-07-12,97.2
100627,ARCOE S.A.S,201383,MACERATA WENGUE 30X60  PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,111.78,2,2025-07-12,97.2
100627,ARCOE S.A.S,202021,D-MONASTIER HUMO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,127.3,2,2025-06-06,110.7
100627,ARCOE S.A.S,202021,D-MONASTIER HUMO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,127.3,2,2025-06-06,110.7
100627,ARCOE S.A.S,202021,D-MONASTIER HUMO 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,127.3,2,2025-06-06,110.7
100627,ARCOE S.A.S,202226,EXTERIOR MEDELLIN 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,149.04,2,2025-07-31,129.6
100627,ARCOE S.A.S,202226,EXTERIOR MEDELLIN 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,149.04,2,2025-07-31,129.6
100627,ARCOE S.A.S,202226,EXTERIOR MEDELLIN 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,149.04,2,2025-07-31,129.6
100627,ARCOE S.A.S,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,100.46,3,2025-07-24,87.36
100627,ARCOE S.A.S,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,100.46,3,2025-07-24,87.36
100627,ARCOE S.A.S,203062,ITRIA GRIS 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,100.46,3,2025-07-24,87.36
100627,ARCOE S.A.S,203071,D-MANTELLO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,56.1,2,2025-07-03,48.78
100627,ARCOE S.A.S,203071,D-MANTELLO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,56.1,2,2025-07-03,48.78
100627,ARCOE S.A.S,203071,D-MANTELLO 30X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,56.1,2,2025-07-03,48.78
100627,ARCOE S.A.S,203073,ARIETTA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,124.34,3,2025-06-30,108.12
100627,ARCOE S.A.S,203073,ARIETTA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,124.34,3,2025-06-30,108.12
100627,ARCOE S.A.S,203073,ARIETTA 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,124.34,3,2025-06-30,108.12
100627,ARCOE S.A.S,203090,ALAMY NATURAL 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,75.55,2,2025-07-03,65.7
100627,ARCOE S.A.S,203090,ALAMY NATURAL 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,75.55,2,2025-07-03,65.7
100627,ARCOE S.A.S,203090,ALAMY NATURAL 60X60 PRIMERA,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,75.55,2,2025-07-03,65.7
100627,ARCOE S.A.S,203123,ANITE GRIS 30X60 PRIMERA EXC,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,56.1,2,2025-07-24,48.78
100627,ARCOE S.A.S,203123,ANITE GRIS 30X60 PRIMERA EXC,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,56.1,2,2025-07-24,48.78
100627,ARCOE S.A.S,203123,ANITE GRIS 30X60 PRIMERA EXC,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,56.1,2,2025-07-24,48.78
100627,ARCOE S.A.S,231059,ACASTA 58.4X118.4 PRIMERA DUAL RECT,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,43.64,4,2025-08-19,42.44
100627,ARCOE S.A.S,231059,ACASTA 58.4X118.4 PRIMERA DUAL RECT,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,43.64,4,2025-08-19,42.44
100627,ARCOE S.A.S,231059,ACASTA 58.4X118.4 PRIMERA DUAL RECT,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,43.64,4,2025-08-19,42.44
100627,ARCOE S.A.S,241283,MACERATA WENGUE 30X60  GB,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,167.67,2,2025-07-31,145.8
100627,ARCOE S.A.S,241283,MACERATA WENGUE 30X60  GB,Ceramica,GTE. MARIA FERNANDEZ,0,11,4,2025,167.67,2,2025-07-31,145.8
100627,ARCOE S.A.S,241283,MACERATA WENGUE 30X60  GB,Ceramica,GTE. MARIA FERNANDEZ,0,12,4,2025,167.67,2,2025-07-31,145.8
100627,ARCOE S.A.S,241285,MACERATA ALMENDRA 30X60 GB,Ceramica,GTE. MARIA FERNANDEZ,0,10,4,2025,56.51,2,2025-07-24,49.14
